ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match
3447155358.jpg#3r1e,snli,dev,A little girl in a red flowered dress with a tennis racket.,A little girl in red.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
3455964125.jpg#0r1e,snli,dev,"A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air.",entailment,2,FALSE,,"(ride, vehicle); (woman, female)","(carriage, vehicle); (woman, female)","(ride, moving vehicle); (woman, female)",,FALSE,FALSE,,FALSE,,
3471514734.jpg#1r1e,snli,dev,A small girl in a blue shirt with a posy pattern brushes her teeth with a red and yellow toothbrush.,The girl is cleaning her teeth with a colorful toothbrush,entailment,2,FALSE,,"(brush, clean); (red, colorful); (yellow, colorful)",,"(brush, clean); (red and yellow, colorful)","(brush, clean)",,FALSE,FALSE,,,FALSE
347186933.jpg#2r1e,snli,dev,A woman dangles from a blue fabric connected to a tree.,A woman is hanging from a tree.,entailment,3,TRUE,,,"(dangle, hang)","(dangle, hang)","(dangle, hang)",,,,TRUE,TRUE,TRUE
3479245321.jpg#4r1e,snli,train,Concentration campsite.,A concentration camp.,entailment,3,TRUE,,,"(campsite, camp)","(campsite, camp)","(campsite, camp)",,,,TRUE,TRUE,TRUE
3486059684.jpg#1r1e,snli,dev,The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.,entailment,2,FALSE,"(decorated kitchen, nice kitchen); (employee, worker); (prepare, make); (sandwich, food); (restaurant employee, service worker)","(decorated, nice); (employee, worker); (prepare, make); (sandwich, food)","(restaurant employee, service worker); (prepare, make); (sandwich, food)",,"(restaurant employee, service worker); (sandwich, food); (prepare, make)",FALSE,,FALSE,,FALSE,
3500136982.jpg#1r1e,snli,dev,A line of rollerbladers crouch down aerodynamically,A group of rollerbladers are crouching.,entailment,3,FALSE,,,"(line, group)",NO_RELATION,NO_RELATION,,,,FALSE,FALSE,TRUE
3515378674.jpg#2r1e,snli,dev,An older man indulging in a bottle of amber liquid.,An old man is drinking some amber liquid from a bottle.,entailment,2,FALSE,,"(indulge, drink)",,"(indulge in, drink); (older, old)",NO_RELATION,,FALSE,FALSE,,,FALSE
3518365400.jpg#3r1e,snli,dev,A young girl throws sand toward the ocean.,The girl is tossing sand into the ocean,entailment,3,FALSE,,,"(throw, toss)","(throw, toss)","(throw, toss); (toward, into)",,,,TRUE,FALSE,FALSE
3523115345.jpg#4r1e,snli,dev,A female researcher videotaping a specimen.,A female is recording her research. `,entailment,2,FALSE,,"(specimen, research); (videotape, record)","(videotape, record)","(videotape, record)",,FALSE,FALSE,,TRUE,,
3552435734.jpg#2r1e,snli,dev,The black dog is running through water.,The dog with the black fur gets wet running in water.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
3562169000.jpg#0r1e,snli,dev,A blue race car slides off the racetrack and hits white median bumpers with its rear.,The automobile lost control and hit something.,entailment,2,FALSE,,"(car, automobile); (slide, lose)","(bumper, something); (car, automobile)",,"(bumper, something); (race car, automobile)",FALSE,,FALSE,,FALSE,
3584860179.jpg#1r1e,snli,dev,An old man is sitting in a chair outside a colorfully painted building.,Elderly man is sitting on a chair in outside of a building,entailment,2,TRUE,,"(old, elderly)",,"(old, elderly)","(old, elderly)",,TRUE,TRUE,,,TRUE
3586,sick,dev,A man is playing the drum,A man is practicing the drum,entailment,3,TRUE,,,"(play, practice)","(play, practice)","(play, practice)",,,,TRUE,TRUE,TRUE
359800617.jpg#0r1e,snli,dev,A woman is holding a baby while standing in the middle of a room.,A woman holds a young child indoors.,entailment,2,FALSE,,"(baby, young child); (room, indoors)",,"(baby, young child)","(baby, young child); (room, indoors)",,FALSE,TRUE,,,FALSE
3612249030.jpg#1r1e,snli,dev,A boy is carrying a black body board across the sand.,The boy is holding an item.,entailment,2,TRUE,,"(body board, item); (carry, hold)",,"(body board, item); (carry, hold)","(body board, item); (carry, hold)",,TRUE,TRUE,,,TRUE
3613264553.jpg#4r1e,snli,dev,A white dog is walking on a rocky hillside.,A dog walks outside.,entailment,2,FALSE,,"(hillside, outside)",NO_RELATION,,"(hillside, outside)",FALSE,,TRUE,,FALSE,
3614595423.jpg#4r1e,snli,train,Children climb a tree.,Kids climbing.,entailment,2,TRUE,,"(child, kid)","(child, kid)","(child, kid)",,FALSE,TRUE,,FALSE,,
3618525295.jpg#2r1e,snli,dev,a woman and her dog sitting at an outdoor cafe table,A woman and her pet sit outside at a restaurant.,entailment,2,TRUE,,"(cafe, restaurant); (dog, pet); (outdoor, outside)",,"(cafe, restaurant); (dog, pet); (outdoor, outside)","(cafe, restaurant); (dog, pet); (outdoor, outside)",,FALSE,TRUE,,,FALSE
3629664676.jpg#4r1e,snli,train,A dog pulling a rope.,The dog drags the rope.,entailment,2,TRUE,,"(pull, drag)","(pull, drag)",,"(pull, drag)",TRUE,,TRUE,,TRUE,
3639617775.jpg#0r1e,snli,dev,"The bride in the white dress is surrounded by the groomsmen and bridesmaids, all in black.",a woman in white is surrounded by others,entailment,3,TRUE,,,"(bride, woman)","(bride, woman)","(bride, woman)",,,,TRUE,TRUE,TRUE
3639967449.jpg#3r1e,snli,dev,Two boys sitting and eating ice cream.,The boys are eating.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
3641,sick,test,The woman is handling a frog,A person is holding a frog,entailment,2,FALSE,,"(hande, hold); (woman, person)","(woman, person); (handle, hold)","(handle, hold); (woman, person)",,FALSE,FALSE,,FALSE,,
36422830.jpg#0r1e,snli,dev,A red jeep hangs from the edge of a rocky cliff as a girl looks on.,The vehicle is red.,entailment,2,TRUE,,"(jeep, vehicle)",,"(jeep, vehicle)","(jeep, vehicle)",,TRUE,TRUE,,,TRUE
3696246123.jpg#3r1e,snli,dev,Two dogs play with tennis ball in field.,The dogs are romping across the field.,entailment,3,FALSE,,,NO_RELATION,NO_RELATION,"(play, romp)",,,,TRUE,FALSE,FALSE
3707585013.jpg#4r1e,snli,dev,A singer is performing before a small crowd outside.,A performer has a small audience outdoors.,entailment,2,FALSE,,"(outside, outdoors); (singer, performer)",,"(outside, outdoors); (singer, performer)","(crowd, audience); (outside, outdoors); (singer, performer)",,TRUE,FALSE,,,FALSE
3726076549.jpg#4r1e,snli,dev,Man sliding down stair handrails on a bike.,A biker glides down handrails.,entailment,2,FALSE,,"(slide, glide)","(slide down, glide down)",,"(slide, glide)",FALSE,,FALSE,,FALSE,
3732782360.jpg#4r1e,snli,dev,A man in a suit and tie is opening a door.,There is one man in this picture.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
3746285587.jpg#2r1e,snli,test,A woman in a brown shirt is kneeling in the street.,A woman is on the ground outside.,entailment,3,FALSE,,,NO_RELATION,NO_RELATION,"(street, outside)",,,,TRUE,FALSE,FALSE
3760793412.jpg#1r1e,snli,test,"A young boy sits on the shoulders of a woman, who is carrying a young girl.",A woman is with a couple of children,entailment,2,FALSE,,"(young boy, child); (young girl, child)","(boy, child); (girl, child)","(boy, child); (girl, child)",,FALSE,FALSE,,TRUE,,
3760799822.jpg#2r1e,snli,dev,"Two women behind a net check their cellphones, while two men sitting on a curb chat to each other.",The two women are checking their celluar devices.,entailment,2,FALSE,,"(cellphone, device)","(cellphone, celluar device)",,"(cellphone, cellular device)",FALSE,,FALSE,,FALSE,
3791591952.jpg#3r1e,snli,dev,Two entertainers on a stage performing acrobatic moves.,Two entertainers are performing acrobatics.,entailment,2,TRUE,,"(acrobatic move, acrobatics)","(acrobatic move, acrobatics)",,"(acrobatic move, acrobatics)",FALSE,,FALSE,,FALSE,
3794595430.jpg#3r1e,snli,dev,A woman stands at a podium with a slide show behind her.,A woman is standing at a podium.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
3799984714.jpg#0r1e,snli,dev,A man playing a banjo near a tree at an outdoor event.,The man is playing a musical instrument at an event.,entailment,2,TRUE,,"(banjo, musical instrument)","(banjo, musical instrument)",,"(banjo, musical instrument)",TRUE,,TRUE,,TRUE,
381275595.jpg#1r1e,snli,dev,Big hairy dog chews on a bone while lying on a furry toy.,The dog is laying on an object,entailment,2,TRUE,,"(toy, object)",,"(toy, object)","(toy, object)",,TRUE,TRUE,,,TRUE
3816820298.jpg#0r1e,snli,train,A man on horseback in a rodeo arena is trying to lasso a black calf.,A man is on a horse doing rodeo events.,entailment,2,FALSE,,"(horseback, horse)",NO_RELATION,,NO_RELATION,FALSE,,FALSE,,TRUE,
381750411.jpg#0r1e,snli,dev,Man dressed in business casual attire playing the saxophone with the rest of a band.,Man plays a woodwind instrument.,entailment,3,TRUE,,,"(saxophone, woodwind instrument)","(saxophone, woodwind instrument)","(saxophone, woodwind instrument)",,,,TRUE,TRUE,TRUE
3825750029.jpg#1r1e,snli,dev,A woman in a blue tank-top rides a blue bicycle in front of a crowd of meandering pedestrians.,A woman rides a bike in front of a crowd,entailment,2,TRUE,,"(bicycle, bike)","(bicycle, bike)",,"(bicycle, bike)",FALSE,,TRUE,,FALSE,
3827183336.jpg#2r1e,snli,dev,A Latin American weaving fabric.,The person is making fabic,entailment,3,FALSE,,,"(latin american, person); (weave, make)","(fabric, fabic); (latin american, person); (weave, make)","(latin american, person); (weave, make)",,,,FALSE,FALSE,FALSE
384,sick,dev,A white and tan dog is running through the tall and green grass,A white and tan dog is running through a field,entailment,2,FALSE,,"(grass, field)",NO_RELATION,NO_RELATION,,FALSE,FALSE,,TRUE,,
3843254402.jpg#0r1e,snli,test,A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.,A man is spraying water on concrete.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
3853,sick,train,A cat is playing a piano,A cat is playing keyboards,entailment,2,TRUE,,"(piano, keyboard)","(piano, keyboard)",,"(piano, keyboard)",FALSE,,FALSE,,TRUE,
3860415767.jpg#2r1e,snli,dev,This is man standing by a fruit or vegetable cart peeling a piece of fruit.,A man peels fruit.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
3913959754.jpg#1r1e,snli,dev,"A woman is standing near the water, looks to be throwing something.",A woman is close to the water.,entailment,3,TRUE,,,"(near, close)","(near, close)","(near, close)",,,,TRUE,TRUE,TRUE
3937269663.jpg#3r1e,snli,dev,A man in a yellow excavator on a construction site.,the guy is on the excavator,entailment,2,TRUE,,"(man, guy)","(man, guy)","(man, guy)",,FALSE,TRUE,,FALSE,,
3947729724.jpg#4r1e,snli,dev,Woman reaching for food at the supermarket.,Woman is doing groceries at the store.,entailment,2,FALSE,,"(food, grocery); (supermarket, store)",,"(supermarket, store)","(supermarket, store)",,FALSE,FALSE,,,TRUE
3974,sick,test,A girl is awakening,A girl is waking up,entailment,2,TRUE,,"(awaken, wake up)",,"(awaken, wake up)","(awaken, wake up)",,TRUE,TRUE,,,TRUE
3983185073.jpg#4r1e,snli,dev,A woman observes a rusted antique car.,A woman looks at an old car.,entailment,2,FALSE,"(antique car, old car); (observe, look at)","(antique, old); (observe, look)","(antique car, old car); (observe, look)","(antique, old); (observe, look at)",,FALSE,FALSE,,FALSE,,
4000008650.jpg#2r1e,snli,train,A woman plays the tuba and another plays the cello on the street.,People playing instruments on the street.,entailment,3,TRUE,,,"(cello, instrument); (tuba, instrument)","(cello, instrument); (tuba, instrument)","(cello, instrument); (tuba, instrument)",,,,FALSE,FALSE,TRUE
4006,sick,dev,A man is climbing a rope,The man is climbing up a rope,entailment,3,TRUE,,,"(climb, climb up)","(climb, climb up)","(climb, climb up)",,,,FALSE,FALSE,TRUE
4015,sick,dev,The lady is picking up the kangaroo,The woman is picking up the kangaroo,entailment,2,TRUE,,"(lady, woman)","(lady, woman)","(lady, woman)",,TRUE,TRUE,,TRUE,,
4019072184.jpg#4r1e,snli,dev,A man is rock climbing with protective rope.,A man is being secured.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
4066,sick,dev,The man is hurling knives at a tree,The man is throwing knives at a tree,entailment,2,TRUE,,"(hurl, throw)","(hurl, throw)",,"(hurl, throw)",TRUE,,TRUE,,TRUE,
41253213.jpg#1r1e,snli,dev,People sit around tables watching intently under a cloth covering.,People sit around tables under canopies.,entailment,2,FALSE,,"(cloth, canopy)",,"(canopy, cloth covering)","(cloth covering, canopy)",,FALSE,FALSE,,,FALSE
4135,sick,dev,A dog is bouncing on a trampoline,A dog is jumping on a trampoline,entailment,2,TRUE,,"(bounce, jump)",,"(bounce, jump)","(bounce, jump)",,TRUE,TRUE,,,TRUE
4181,sick,train,A dog is eating a doll,A dog is biting a doll,entailment,3,TRUE,,,"(eat, bite)","(eat, bite)","(eat, bite)",,,,TRUE,TRUE,TRUE
418207489.jpg#3r1n,snli,dev,A man and a woman are shopping at a large hardware warehouse store.,A man and woman are in a hardware store.,entailment,2,FALSE,,NO_RELATION,NO_RELATION,"(hardware warehouse store, hardware store)",,TRUE,FALSE,,FALSE,,
4183662919.jpg#3r1e,snli,test,A child plays with her father's boots.,A child is playing.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4241997277.jpg#3r1e,snli,dev,A well dressed man and woman wearing floral dress dancing.,the man is well dressed.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4288,sick,dev,The woman is slicing cooked octopus,A woman is chopping up an octopus,entailment,2,FALSE,,"(slice, chop up)","(slice, chop)","(slice, chop up)",,FALSE,TRUE,,FALSE,,
4291704682.jpg#3r1e,snli,train,There are two people sweeping a sidewalk in this picture.,There are a couple of people cleaning the path.,entailment,2,TRUE,,"(sidewalk, path); (sweep, clean); (two, couple)",,"(sidewalk, path); (sweep, clean); (two, couple)","(sidewalk, path); (sweep, clean); (two, couple)",,TRUE,TRUE,,,TRUE
4294390957.jpg#3r1e,snli,train,A man talks behind a podium.,A man is speaking.,entailment,3,TRUE,,,"(talk, speak)","(talk, speak)","(talk, speak)",,,,TRUE,TRUE,TRUE
4297,sick,test,An aircraft is taking off,A plane is taking off,entailment,2,FALSE,,"(aircraft, plane)","(plane, aircraft)",,NO_RELATION,FALSE,,FALSE,,FALSE,
4309584424.jpg#4r1e,snli,dev,Three young men are cleaning up a classroom.,Three young men clean up their class.,entailment,2,FALSE,,"(classroom, class)",NO_RELATION,,"(classroom, class)",FALSE,,TRUE,,FALSE,
4342,sick,dev,A man is eating a banana,A man is eating a fruit,entailment,2,TRUE,,"(banana, fruit)",,"(banana, fruit)","(banana, fruit)",,TRUE,TRUE,,,TRUE
4355004642.jpg#0r1e,snli,train,"A chef and his newest creation in process, being made in an old fashioned oven.",A chef creates.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4360,sick,dev,A man is cutting a note,A man is cutting a paper,entailment,3,FALSE,,,NO_RELATION,"(note, paper)","(note, paper)",,,,FALSE,FALSE,TRUE
436393371.jpg#3r1e,snli,train,A dog is biting a twig.,A dog is chewing.,entailment,2,FALSE,,"(bite, chew)",NO_RELATION,,"(bite, chew)",FALSE,,TRUE,,FALSE,
4379561906.jpg#4r1e,snli,dev,A group of people are standing inside an office,Some people are seen inside a room.,entailment,2,FALSE,,"(office, room)",,"(group, some); (office, room)","(office, room)",,FALSE,FALSE,,,FALSE
4408862587.jpg#0r1e,snli,train,"A woman wearing a black jacket walking down the street with a young girl wearing a backpack, getting ready to pass a group of people standing on the street.",A women and child walking down the street,entailment,3,FALSE,,,"(girl, child)","(young girl, child)","(young girl, child)",,,,FALSE,FALSE,TRUE
4440438333.jpg#1r1e,snli,dev,The pitcher wearing black heaves the ball toward the catcher.,People are playing a game.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4474429098.jpg#2r1e,snli,dev,A girl is using an apple laptop with her headphones in her ears.,with headphones on the girl used a computer,entailment,3,FALSE,,,"(apple laptop, computer)","(laptop, computer)","(laptop, computer)",,,,FALSE,FALSE,TRUE
4486280757.jpg#0r1e,snli,dev,A man in a black wetsuit with white shorts is windsurfing on a blue body of water with mountains in the background.,The man is near the water.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4494,sick,test,A girl is combing her hair,A girl is styling her hair,entailment,2,TRUE,,"(comb, style)","(comb, style)","(comb, style)",,TRUE,TRUE,,TRUE,,
4501954896.jpg#2r1e,snli,test,Man jumping up in the air and splitting his legs with his mouth open.,A man is jumping.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4505,sick,dev,The doctors are healing a man,The doctor is helping the patient,entailment,2,TRUE,,"(heal, help)","(heal, help)",,"(heal, help)",FALSE,,FALSE,,TRUE,
4513402918.jpg#4r1e,snli,dev,A live band on a lawn jamming out.,People are playing music.,entailment,2,FALSE,,"(band, people); (jam, play)","(jam, play)",,"(jam, play)",FALSE,,FALSE,,FALSE,
4524361920.jpg#0r1e,snli,test,A woman in a black leather shirt trench-coat and black leather calf-high boots and carrying a colorful bag with a shoulder strap faces away from the camera with a yellow post visible just in front of her.,"A lady in black leather trench coat, with matching black leather boots walks away from the camera in her front with her bag strapped to her shoulders",entailment,2,TRUE,,"(woman, lady)","(woman, lady)",,"(woman, lady)",FALSE,,TRUE,,FALSE,
4546261932.jpg#3r1e,snli,dev,Reflections of people walking in a big city.,Several folks stroll through the city.,entailment,2,FALSE,"(people, folks); (walk, stroll)",NO_RELATION,NO_RELATION,,"(people, folk); (walk, stroll)",TRUE,,FALSE,,FALSE,
4569102627.jpg#2r1e,snli,test,Little girl with very curly hair drinking her cup of juice.,A girl is ingesting liquid.,entailment,2,TRUE,,"(drink, ingest); (juice, liquid)",,"(drink, ingest); (juice, liquid)","(drink, ingest); (juice, liquid)",,TRUE,TRUE,,,TRUE
4570069538.jpg#4r1e,snli,dev,A large crowd gathered in front of McDonald's.,A group of people assembled in front of a fast food restaurant.,entailment,2,FALSE,,"(crowd, people); (gather, assemble); (mcdonald's, fast food restaurant)","(crowd, group); (gather, assemble); (mcdonald's, fast food restaurant)","(crowd, group); (gather, assemble); (mcdonald's, fast food restaurant)",,FALSE,FALSE,,TRUE,,
4579716766.jpg#4r1e,snli,dev,Weekend barbecue with some fish.,Weekend barbecue with some fish,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4586078680.jpg#1r1e,snli,dev,"A woman sitting outside weaving a long piece of red, white, and blue cloth.",She is working with cloth,entailment,2,FALSE,,"(weave, work); (woman, she)","(weave, work); (woman, she)",,"(woman, she)",FALSE,,FALSE,,FALSE,
4589,sick,test,A hamster is singing,A small animal is singing,entailment,2,TRUE,,"(hamster, small animal)",,"(hamster, small animal)","(hamster, small animal)",,TRUE,TRUE,,,TRUE
4603247500.jpg#0r1e,snli,dev,A man in a white shirt is standing in a T-shirt booth.,A man standing in a booth.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
461139075.jpg#2r1e,snli,dev,A lady is standing up holing a lamp that is turned on.,A lady is holding a lit lamp.,entailment,2,TRUE,,"(turned on, lit)",,"(turned on, lit)","(turned on, lit)",,TRUE,FALSE,,,FALSE
4625392581.jpg#1r1e,snli,train,A boy with an orange shirt and blue jeans gets a ride on a man's shoulders.,A person is riding on another person's shoulders.,entailment,3,TRUE,,,"(boy, person); (man, person)","(boy, person); (man, person)","(boy, person); (man, person)",,,,TRUE,TRUE,TRUE
4636978915.jpg#0r1e,snli,dev,A standing man in a suit finishes his turn in a chess game as his seated opponent begins his in a crowded park.,A male with clothes on is in front of another male in a crowded park.,entailment,2,FALSE,,"(man, male); (opponent, another male); (suit, clothes)","(man, male); (suit, clothes)","(man, male); (suit, clothes)",,FALSE,FALSE,,FALSE,,
463848726.jpg#3r1e,snli,dev,A man is scrapping paint off a window.,A man is removing paint.,entailment,2,TRUE,,"(scrap off, remove)",,"(scrap off, remove)","(scrap off, remove)",,FALSE,TRUE,,,FALSE
463970752.jpg#1r1e,snli,dev,Ample dark-skinned man looks back at camera from behind buffet.,A man looks from behind a buffet.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4640148862.jpg#2r1e,snli,dev,A woman carrying a shopping bag in front of Fisher's Popcorn.,a woman is shopping by fisher's popcorn,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4648416380.jpg#0r1e,snli,dev,"Many people are listening to a concert, and TV crew is recording the audience reaction.",People are listening to a concert.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4661,sick,dev,A woman is slicing a potato,A woman is cutting a potato,entailment,3,TRUE,,,"(slice, cut)","(slice, cut)","(slice, cut)",,,,TRUE,TRUE,TRUE
4662948361.jpg#2r1e,snli,dev,An orange car is driving across a steel bridge in a city.,A car is driving across a bridge.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
466956209.jpg#1r1e,snli,dev,A distant person is climbing up a very sheer mountain.,People are outside climbing.,entailment,2,FALSE,,"(mountain, outside)",NO_RELATION,NO_RELATION,,FALSE,FALSE,,TRUE,,
4688301633.jpg#3r1n,snli,dev,A surgeon is performing an open surgery.,A doctor is doing some kind of medical operation.,entailment,2,FALSE,,"(open surgery, medical operation); (perform, do); (surgeon, doctor)","(open surgery, medical operation); (surgeon, doctor)","(surgeon, doctor); (surgery, medical operation)",,FALSE,FALSE,,FALSE,,
4697314878.jpg#1r1e,snli,dev,"A man walks away from a bright yellow, red and blue bounce house.",A man leaves a brightly colored bounce house.,entailment,3,FALSE,,,"(walk away, leave)","(bright, brightly colored); (walk away, leave)","(walk away, leave)",,,,FALSE,TRUE,FALSE
4703790336.jpg#2r1n,snli,dev,A woman in a yellow dress transporting picked food from the fields to wherever it may need to go.,A woman transports her crops from the fields,entailment,2,FALSE,,"(food, crop)","(food, crop)","(picked food, crop)",,FALSE,FALSE,,FALSE,,
4704577040.jpg#1r1e,snli,dev,A thin man in a maroon shirt standing next to a pay phone.,A man is standing next to a payphone wearing a maroon shirt.,entailment,2,TRUE,,"(pay phone, payphone)","(pay phone, payphone)",,"(pay phone, payphone)",TRUE,,FALSE,,FALSE,
4718146904.jpg#2r1e,snli,dev,A man selling donuts to a customer during a world exhibition event held in the city of Angeles,A man selling donuts to a customer.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4729191874.jpg#0r1e,snli,dev,A woman in a brown shirt and a man in a hat cross the street.,A man and woman are walking in the street.,entailment,2,TRUE,,"(cross, walk)",,"(cross, walk)","(cross, walk)",,TRUE,FALSE,,,FALSE
4729746211.jpg#1r1e,snli,dev,A man in a hat is working with golden colored flowers.,"A man in a hat is working with flowers,",entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
4734,sick,dev,A man is fitting a silencer to a pistol,A man is applying a silencer to a gun,entailment,2,TRUE,,"(fit, apply); (pistol, gun)","(fit, apply); (pistol, gun)","(fit, apply); (pistol, gun)",,FALSE,TRUE,,FALSE,,
4734162520.jpg#2r1e,snli,dev,Police officer and his motorcycle in a crowd of people at a protest.,A police officer is on his motorcycle.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
4740975956.jpg#4r1e,snli,dev,Tall man being stopped by an officer.,There is a tall man.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4760159167.jpg#3r1e,snli,dev,A man walking by a cement column next to the sea.,There is a person near some water.,entailment,2,TRUE,,"(man, person); (sea, water); (next to, near)","(man, person); (sea, water); (next to, near)","(man, person); (next to, near); (sea, water)",,TRUE,FALSE,,FALSE,,
4766,sick,train,A man is cooking a snake,A man is roasting a snake,entailment,2,FALSE,,"(cook, roast)",NO_RELATION,,"(cook, roast)",FALSE,,TRUE,,FALSE,
4769459188.jpg#3r1e,snli,dev,A smiling man wearing a football jersey is carrying a stack of video games.,The man totes the video games,entailment,3,FALSE,,,"(carry, tote)","(tote, carry)","(carry, tote)",,,,FALSE,TRUE,FALSE
477990943.jpg#0r1e,snli,dev,A girl with black hair and a green shirt has taken several bites from a fresh green apple.,The girl is eating in this picture.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,FALSE,,,FALSE
4786470364.jpg#0r1e,snli,dev,A man in a blue shirt and light blue cap walks by a working scale model of an antique freight train.,a guy with a shirt and hat walks past a train,entailment,2,TRUE,,"(man, guy); (walk by, walk past); (cap, hat)",,"(cap, hat); (man, guy); (walk by, walk past)","(cap, hat); (man, guy); (walk by, walk past)",,FALSE,FALSE,,,FALSE
4803960387.jpg#0r1e,snli,dev,A man wearing a white and blue shirt cooking corn on the cob while a different man buys a piece of corn.,A man is holding to some vegetables near another man.,entailment,3,TRUE,,,"(corn, vegetable)","(corn, vegetable)","(corn, vegetable)",,,,TRUE,TRUE,TRUE
4813609768.jpg#3r1e,snli,dev,A woman in a blue shirt stands with her hands on her hips.,The woman in the blue shirt is touching herself.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
481887827.jpg#3r1e,snli,dev,A group of people sit before a campfire.,People are around a fire,entailment,2,TRUE,,"(campfire, fire)","(campfire, fire)","(campfire, fire)",,TRUE,TRUE,,TRUE,,
481888930.jpg#1r1e,snli,dev,A woman with sneakers and a skirt is sweeping out a storage building.,Casually dressed woman cleans out storage building.,entailment,3,FALSE,,,"(sweep out, clean)","(sweep, clean)","(sweep out, clean out)",,,,FALSE,FALSE,FALSE
4820830153.jpg#0r1e,snli,test,A local street in an Arabic country where there is a market selling Coca-Cola.,A market is selling soft drinks in an Arabic country.,entailment,2,FALSE,,"(coca-cola, drink)","(coca-cola, soft drink)",,"(coca-cola, soft drink)",FALSE,,FALSE,,TRUE,
4833879670.jpg#0r1e,snli,dev,"A man is standing on the sidewalk, playing a guitar and singing, with a container of tips by him.",A man is performing outside.,entailment,3,FALSE,,,"(sidewalk, outside); (play, perform); (sing, perform)","(play, perform); (sing, perform)","(sidewalk, outside)",,,,FALSE,FALSE,FALSE
4851047049.jpg#3r1e,snli,dev,A man playing a guitar while a woman in a checks the oven.,A man plays an instrument.,entailment,3,TRUE,,,"(guitar, instrument)","(guitar, instrument)","(guitar, instrument)",,,,TRUE,TRUE,TRUE
4876043682.jpg#2r1e,snli,dev,A boy rides on a camel in a crowded area while talking on his cellphone.,A boy is riding an animal.,entailment,2,TRUE,,"(camel, animal)","(camel, animal)","(camel, animal)",,TRUE,TRUE,,TRUE,,
4887879873.jpg#2r1e,snli,test,A man wearing a black jacket stands next to a body of water.,A person is outside near some water.,entailment,2,TRUE,,"(man, person)",,"(man, person)","(man, person)",,TRUE,TRUE,,,TRUE
