problem_id,premise,hypothesis,gold_label,1>WN,A>WN,A>1,WN1>WN,AWN>WN,AWN>WN1
2422018883.jpg#1r1e,A little girl wears a white dress and pink flip-flops.,A child is wearing a dress and sandals.,entailment,0,0,0,0,0,0
2422635080.jpg#2r1e,A man in a red shirt has a camera hanging from around his neck.,A man in a red shirt is using a camera.,entailment,0,0,0,0,0,0
243015377.jpg#3r1e,A man singing on stage with his eyes closed.,a man sings,entailment,0,0,0,0,0,0
2434074318.jpg#1r1e,A man stands at the peak of a mountain and has his hand on a monument.,A man is standing,entailment,0,0,0,0,0,0
2435536626.jpg#0r1e,A man in a casual short-sleeve button down shirt and glasses holding a little boy wearing a blue hat and chewing on a multicolored toy.,The man in the button down shirt was holding a boy.,entailment,0,0,0,0,0,0
2447972568.jpg#0r3e,A man with a close-cropped haircut is waiting to catch a child that he has thrown into the air.,a man throws a child into the air,entailment,0,0,0,0,0,0
2450453051.jpg#0r5e,Man in white shirt tossing Frisbee for black and white dog who has a white Frisbee in its mouth.,Man throwing frisbee to dog,entailment,0,0,0,0,0,0
2450453051.jpg#3r1e,A dog jumps for a Frisbee at the Purina Incredible Dog Challenge.,A dog jumps in a challenge.,entailment,0,0,0,0,0,0
2460188548.jpg#1r3e,"A woman, in a t-shirt and a skirt, leans forward in an attempt to throw a large sized black ball.",A ball is being handled.,entailment,0,0,0,0,0,0
2460555896.jpg#0r1e,"A man in blue coat, a red plaid shirt, and a sailor hat, sits on a park bench next to a bicycle.",The man is outside.,entailment,0,0,0,0,0,0
2463067409.jpg#1r1e,The gray dog is jumping through the grass with water in the background.,the dog is grey,entailment,0,0,0,0,0,0
2466935377.jpg#2r1e,A woman in white clothes sits on the street.,A person is in the middle of the street,entailment,0,0,0,0,0,0
246941783.jpg#3r1e,"A man is holding a beer, while another man looks at him.",the man is in the bar,entailment,0,0,0,0,0,0
2470486377.jpg#2r4e,Many children playing outside in the grass practicing punching.,There are a children outside.,entailment,0,0,0,0,0,0
2471493912.jpg#2r1e,Two girls climbing out of a mud pit by a beach.,The girls are at the beach.,entailment,0,0,0,0,0,0
2472720629.jpg#2r1e,An adult and a child fly a kite together.,Two people flying a kite outdoors.,entailment,0,0,0,0,0,0
2475162978.jpg#1r1e,A woman with a softball runs after a child in a grassy lawn.,A woman is running on a lawn.,entailment,0,0,0,0,0,0
2477121456.jpg#1r1e,A black dog's head rises above some water.,A dog in the water.,entailment,0,0,0,0,0,0
247778426.jpg#1r1e,The brown dog splashes through the water.,There is an animal in the water.,entailment,0,0,0,0,0,0
2489602993.jpg#1r1e,A man with a blue helmet leans into a sharp turn on his motorcycle.,Man on a motorcycle.,entailment,0,0,0,0,0,0
249757010.jpg#1r1e,A brunette woman wearing a striped shirt and jeans is crocheting a gray material.,She is making something,entailment,0,0,0,0,0,0
2503074204.jpg#2r1e,A parent holds back her son from jumping onto the tracks.,A person is outside.,entailment,0,0,0,0,0,0
2512587682.jpg#1r1e,A very happy boy signs a large piece of paper with plethora names on it.,The boy is writing a name.,entailment,0,0,0,0,0,0
2516266928.jpg#4r1e,Rescue service rescuing an individual.,there is a rescue service,entailment,0,0,0,0,0,0
2517284816.jpg#0r1e,a large group of young people all dressed in white tops and green bottoms,People are dressed in white and green,entailment,0,0,0,0,0,0
251958970.jpg#0r1e,"Man with tan cap, suit jacket and plaid shirt behind a picture in an outdoor scene with other people in the background.",A man is wearing a suit jacket.,entailment,0,0,0,0,0,0
2531273794.jpg#0r1e,There are several people standing on the platform waiting for the subway or train.,a group of humans waits for train,entailment,0,0,0,0,0,0
253320564.jpg#4r1e,There are people outside at night on a camping trip.,The people are not inside their tent or car.,entailment,0,0,0,0,0,0
2536965203.jpg#0r1e,Two men who are both wearing orange reflector vests are hauling some heavy material on an escalator.,Two men are lifting heavy objects.,entailment,0,0,0,0,0,0
2536998057.jpg#1r1e,A man in an orange safety vest examines mechanical equipment.,The man is wearing a vest.,entailment,0,0,0,0,0,0
2541901399.jpg#3r1e,A woman in a wheelchair follows a young boy at a park.,A woman follows a boy.,entailment,0,0,0,0,0,0
254527963.jpg#1r1e,A black dog is running along the beach.,a dog is running on the beach,entailment,0,1,1,0,1,1
2545282421.jpg#3r1e,A group of men fix a bike on the side of the road.,These man are working on the bike,entailment,0,0,0,0,0,0
2549933281.jpg#1r1e,An Asian woman in a floral wedding dress poses on a bridge close to her bridesmaids.,An asian women is wearing a wedding dress.,entailment,0,1,1,0,0,0
2573667207.jpg#1r1e,A man is standing on some rocks while waves lap around him.,man standing amidst rocks and water,entailment,0,0,0,0,0,0
2580707208.jpg#1r4e,"A man is holding two hats, one in his hand and one hanging from his elbow, in front of a crowd.",A man is standing in front of lots of people.,entailment,0,0,0,0,0,0
2594336381.jpg#0r1e,There is a little boy in a red shirt and a dirty face and he is smiling.,There is a boy smiling wearing a red shirt.,entailment,0,0,0,0,0,0
2594902417.jpg#4r1e,Two brown dogs in a field.,Two pups are outside.,entailment,0,0,0,0,0,0
2596100297.jpg#4r1e,Two boys stand in the surf.,The kids are in the water.,entailment,1,1,0,1,1,0
2604462733.jpg#1r1e,Two women kneeling on a pathway taking pictures of the scenery.,two girls are taking pictures on a pathway.,entailment,0,0,0,0,0,0
2608289957.jpg#2r1e,"A little kid, with a red toy, is sitting on a tire.",There is a child.,entailment,0,0,0,0,0,0
2609031486.jpg#3r3e,a man leaning against a vehicle parked next to a fire hydrant.,There is a man near a fire hydrant.,entailment,0,0,0,0,0,0
2612040125.jpg#0r1e,two brown and black dogs chasing a plastic bag through the grass.,Two dogs are outdoors.,entailment,0,0,0,0,0,0
2623283166.jpg#4r1e,Two men are hugging outside.,Two men are embracing outdoors.,entailment,0,0,0,0,0,0
2635248278.jpg#0r1e,"A man dressed in blue holding an orange bucket stands in the sea, with a swan-like bird in the distance.",There is a man dressed in blue holding an orange bucket.,entailment,0,0,0,0,0,0
2636514498.jpg#0r1e,A small child is wearing a blue outfit with blue shoes.,A child is wearing nice clothes.,entailment,0,0,0,0,0,0
2648165716.jpg#3r1e,A small child swings back a red baseball bat.,A kid is using a baseball bat.,entailment,0,0,0,0,0,0
2660480624.jpg#4r1e,Two young women stand by a Red Bull car.,The women are young.,entailment,0,0,0,0,0,0
2664994682.jpg#3r1e,An old street with some people window-shopping.,People are gathered downtown to view the display.,entailment,0,0,0,0,0,0
267593659.jpg#3r1e,Two workers in neon green shirts opening a utility box.,Two workers are opening a utility box.,entailment,0,0,0,0,0,0
2685343089.jpg#2r1e,A child in a white shirt and flowered black shorts attempts to dry their wet body.,A small child attempts to dry themselves off.,entailment,0,0,0,0,0,0
2686470807.jpg#0r1e,Couple kissing in front of a black car and a restaurant in the background.,They couple is showing affection for one another.,entailment,0,0,0,0,0,0
2687328779.jpg#2r1e,A dog is being squirted with a hose as it jumps into a paddling pool.,A dog jumps.,entailment,0,0,0,0,0,0
2687539673.jpg#0r2e,"A girl is jumping on a trampoline with her arms in the air, while a boy in a blue shirt is bouncing on his stomach.",A girl jumps on a trampoline.,entailment,0,0,0,0,0,0
2688731661.jpg#2r1e,A lady walking down stairs with a green poster pod on her back.,A woman walking down stairs with a green thing on her back.,entailment,0,1,1,0,0,0
2696394827.jpg#4r1e,Dog and bird together in water.,The animals are getting wet,entailment,0,0,0,0,0,0
2699983419.jpg#4r1e,A man in a white shirt is sliding onto base.,A man sliding onto base.,entailment,0,0,0,0,0,0
2701635619.jpg#1r1e,A boy wearing a blue bandanna around his head holds a skateboard and yells.,A boy wearing a bandanna around his head holds a skateboard and yells.,entailment,0,0,0,0,0,0
2701892321.jpg#0r1e,"Two martial art athletes compete in front of an audience, carefully monitored by the judge.",Two martial artist are competiting.,entailment,0,0,0,0,0,0
2705923388.jpg#2r1e,An old woman and a young man playing bingo together.,They are playing bingo,entailment,0,0,0,0,0,0
2705923388.jpg#4r1e,An older woman and a young man play bingo.,Two people are playing bingo.,entailment,0,0,0,0,0,0
2708508967.jpg#0r1e,"Cowboy is riding a bucking horse in a red shirt, blue jeans, and cowboy boots in a rodeo.",There is a cowboy and a horse in a rodeo,entailment,0,0,0,0,0,0
2716104559.jpg#4r1e,Many people stand on a dock near a boat.,People are standing near a boat.,entailment,0,0,0,0,0,0
2716369043.jpg#3r1e,A man rides a skateboard as he is taking his beagle on a run.,A man is riding a skateboard.,entailment,0,0,0,0,0,0
2730994020.jpg#3r2e,A black and white dog is running in the grass.,The canine is in the grass.,entailment,0,0,0,0,0,0
2736263351.jpg#1r1e,A young man is squatting by a pole and raking soil.,The man is outside.,entailment,0,0,0,0,0,0
2737097000.jpg#3r5e,Three young people planting flowers and covering the area with a tarp.,three people plant flowers,entailment,0,0,0,0,0,0
2738255684.jpg#4r1e,Race dogs run around a curve.,Race dogs running outside.,entailment,0,0,0,0,0,0
2740013516.jpg#4r1e,Safety officers standing outside.,Safety officers outdoors.,entailment,0,1,1,0,1,1
274604264.jpg#0r1e,A man wearing a red bicycle helmet is buried in fallen tree leaves with two young boys with playground equipment and trees with golden leaves in the background.,Humans on a playground,entailment,0,0,0,0,0,0
2748281597.jpg#4r1e,A boy holding a toy while seated on a chair,A child is sitting on a chair with a toy in his hands.,entailment,0,0,0,0,0,0
2750154354.jpg#1r1e,A little boy in a red shirt and red shorts climbing a tree.,A little boy is climbing.,entailment,0,0,0,0,0,0
276261357.jpg#4r1e,young man showing his small child how to write.,Father teaching son.,entailment,0,0,0,0,0,0
2763465196.jpg#0r1e,A young man looks at a coffee marker on the shelf of a department store.,a person looks over a store item,entailment,0,0,0,0,0,0
2769731772.jpg#0r1e,The girl with a baby on her back stand and look at the tall mountain,The mountain is tall.,entailment,1,1,0,0,0,0
2772084628.jpg#3r1e,Four children run up a small hill.,Boys are trekking up the hills.,entailment,0,0,0,0,0,0
2773400732.jpg#1r1e,Girl in purple exercises with blurry background.,A person exerts themselves.,entailment,0,0,0,0,0,0
2774504145.jpg#0r1e,Two men in sunglasses are sitting in the back of a car.,Two guys wearing nice sunglasses are in the back of a car.,entailment,0,0,0,0,0,0
2788489062.jpg#4r1e,A family enjoying a nice summer day at the pool.,The group is near the pool during the summer .,entailment,0,0,0,0,0,0
2807380242.jpg#0r1e,"Numerous families with their young, toddler and infant children, on a hayride through an open area with surrounding trees.",Many families on a hayride.,entailment,0,0,0,0,0,0
2809338182.jpg#3r1e,A man is riding a lawn mower on the street.,A man is riding on a lawn mower.,entailment,0,0,0,0,0,0
2815256108.jpg#1r1n,Two men are standing in front of a protest sign resting on a red electric box.,Two people are near their sign.,entailment,0,0,0,0,0,0
281716983.jpg#4r1e,A young man rides a coin operated ATV.,A young man rides an ATV.,entailment,0,0,0,0,0,0
281963267.jpg#2r1e,A man in indian attire stands with his two Burnese mountain dogs sitting in front of him.,A man stands with two large dogs seated in front of him.,entailment,0,0,0,0,0,0
2831723637.jpg#3r1e,dog running around red and white poles,There are red and white poles.,entailment,0,0,0,0,0,0
2832033116.jpg#3r1e,A woman attaching a carabiner to a guide wire.,a woman is holding a carabiner,entailment,1,1,0,1,1,0
2834973135.jpg#1r1e,A girl in red standing on the sand while the girl in blue scratches her back while sitting on the sand.,a girl is in the sand,entailment,0,0,0,0,0,0
2837695383.jpg#2r5e,Three children are on the floor playing with building blocks.,Three children play with toys on the floor.,entailment,0,0,0,0,0,0
2837799692.jpg#1r1e,A football player wearing a white uniform walks and looks down.,A football player is looking down at something.,entailment,0,0,0,0,0,0
2838065126.jpg#1r1e,Two firefighters are walking towards the firetruck.,two firefighters are going to their truck,entailment,0,0,0,0,0,0
2838590130.jpg#2r4e,A giant reflective object which people are passing by and also looking at.,People are looking at the giant mirror like object.,entailment,0,0,0,0,0,0
2838619742.jpg#0r1e,A half naked man pushes against the trunk of a fig tree.,A man is outside.,entailment,0,0,0,0,0,0
2843198818.jpg#1r1e,A tennis player wearing an orange shirt and brown shorts appears to be hitting the ball back to his opponent.,The tennis player is playing a point against his opponent.,entailment,0,0,0,0,0,0
2843198818.jpg#3r1e,"A tennis playing man jumps in the air, preparing to hit the ball to the other court.",A man is playing tennis.,entailment,0,0,0,0,0,0
2845084857.jpg#3r1e,A blond woman is showing emotion in the rain.,A woman is in the rain.,entailment,0,0,0,0,0,0
2859601137.jpg#3r1e,A man is butchering some fish.,The man is cleaning the fish for dinner.,entailment,0,0,0,0,0,0
2875605750.jpg#0r1e,A woman dressed in black and wearing green shoes is squeezing water out of a rag.,A woman squeezes water out of a rag.,entailment,0,0,0,0,0,0
2888732432.jpg#1r1e,A young boy on a zip line with a red ladder in the background.,The young boy is near a ladder.,entailment,0,0,0,0,0,0
2891961886.jpg#2r1e,A boy skateboards on a cement wall.,The boy skateboards.,entailment,0,0,0,0,0,0
2899501488.jpg#0r1e,Riders on colorful motorcycles lean into a turn on a racetrack.,Riders turn on a racetrack.,entailment,0,0,0,0,0,0
2921806371.jpg#0r1e,"A man wearing a green coat and plaid scarf, is wearing spectacles and reading a book behind a blue backdrop.",The man in a green coat was wearing spectacles to read his booko,entailment,0,0,0,0,0,0
2921806371.jpg#1r1e,"A man wearing glasses and a coat and checkered scarf is holding a book, saying something.",A man is reading.,entailment,0,0,0,0,0,0
2926233397.jpg#0r1e,"A dog, possibly a basset hound, stands nose-deep in pond water.",The dog is inspecting the water at the pond.,entailment,0,0,0,0,0,0
292632657.jpg#3r2e,Two women sitting at a table in a restaurant.,People sitting down,entailment,0,0,0,0,0,0
2929506802.jpg#1r1e,A child squats behind a wagon with two pumpkins in it.,A child with two pumpkins in it.,entailment,0,0,0,0,0,0
2930616480.jpg#0r2e,A female is wearing a big purple flower in her hair and has some beads around her neck.,a girl with a flower in her hair,entailment,0,0,0,0,1,1
29337734.jpg#4r1e,A man and lady standing on a seesaw at a park.,A man and woman are on a seesaw outside.,entailment,0,0,0,0,0,0
2938852531.jpg#0r1e,A woman in a jacket looking at her cellphone while reaching for a child.,A woman and child are together.,entailment,0,0,0,0,0,0
2942133798.jpg#4r1e,"Two dogs, one with a Frisbee.",There are at least two dogs.,entailment,0,0,0,0,0,0
2943772984.jpg#0r1e,"A man is standing on the sidewalk under a blue and yellow umbrella, while a person in a yellow shirt is walking while talking on her cellphone.",A man is using his umbrella to shield himself from the elements.,entailment,0,0,0,0,0,0
2949773540.jpg#3r1e,A blond woman is studying and eating Oreo cookies.,The woman is studying.,entailment,0,0,0,0,0,0
2959941749.jpg#1r1e,A group of hockey players slide along the ice during a game.,hockey players sliding along the ice,entailment,0,0,0,0,0,0
2975118353.jpg#3r1e,a snowboarder jumps into the air.,A snowboarder is snowboarding.,entailment,0,0,0,0,0,0
2975627633.jpg#0r1e,A man in a red hat and a woman in black sitting in plastic chairs on grass.,People are outside.,entailment,0,0,0,0,0,0
2980118787.jpg#3r1e,A kid is doing a jump on his bike.,A bike riding child.,entailment,0,0,0,0,0,0
2986021599.jpg#4r1e,A man standing and a woman staring at him,A woman is looking at a man.,entailment,0,0,0,0,0,0
2986671935.jpg#4r1e,A group of bicyclists racing.,The bicyclists are racing each other.,entailment,0,0,0,0,0,0
2987142183.jpg#3r1e,An elderly couple are walking down a beach on a cloudy overcast day.,An elderly couple stroll down the beach before a storm.,entailment,0,0,0,0,0,0
2988244398.jpg#1r1e,A toddler boy in overalls sliding down an orange slide,A toddler having fun on a slide.,entailment,0,0,0,0,0,0
299078301.jpg#0r1e,A female and two male musicians play instruments on a stage containing additional instruments.,Two men and a woman perform with their instruments onstage.,entailment,0,0,0,0,0,0
2991335410.jpg#4r1e,The artist chisels away at the large stone.,An artist uses a chisel to sculpt the large stone into what he wants.,entailment,0,0,0,0,0,0
2993167197.jpg#1r1e,The basketball player holds the ball and looks across the court.,A basketball player looks to pass the ball.,entailment,0,0,0,0,0,0
2993841039.jpg#0r1e,A large group of people are protesting something on a street-corner., A group of people are protesting on a street-corner.,entailment,0,0,0,0,0,0
3000017878.jpg#4r1e,This band is playing on a stage.,The band is playing music.,entailment,0,0,0,0,0,0
300175582.jpg#1r1e,A one armed man swimming holding a drinking bottle in the pool.,There is a one armed man swimming.,entailment,0,0,0,0,0,0
3005393426.jpg#1r1e,A crowd of people look through clothes and books that are laid out in a large atrium.,A crowd of people looking through items.,entailment,0,0,0,0,0,0
3005844476.jpg#2r1e,A man crouches down behind a group of people in a line who are wearing blue.,A man crouches,entailment,0,0,0,0,0,0
3005844476.jpg#3r1e,Crouching man peering through a row of light blue and gray uniformed men.,Crouching man looks between men.,entailment,0,0,0,0,0,0
3025817244.jpg#2r1e,A young girl in a pink shirt sitting on a red ball.,There is one child in this picture.,entailment,0,0,0,0,0,0
3026622316.jpg#2r1e,A man in a blue shirt plays an arcade game right in the middle of a supermarket.,A human playing,entailment,0,0,0,0,0,0
3029043380.jpg#0r5e,"A woman wearing a white shirt and a short, black skirt is in motion on a green, artificial surface.",The woman is moving.,entailment,0,0,0,0,0,0
3032519316.jpg#4r1e,Scuba divers prepare to start their dive.,scuba divers prepare for their dive,entailment,0,0,0,0,0,0
3033210806.jpg#1r1e,closeup of a lady in a coat and a purple scarf sitting on a blue chair,A lady sitting in a chair while wearing a scarf,entailment,0,0,0,0,0,0
3042679440.jpg#0r1e,A brightly lit urban street with lots of people walking across a street.,A street with many people.,entailment,0,0,0,0,0,0
3043266735.jpg#3r1e,An old lady consulting a paperback book.,The woman is in close proximity to the book.,entailment,0,0,0,0,0,0
304398170.jpg#1r1e,Man in motorcycle helmet holds arms of woman in helmet behind her back.,Two motorcyclists are in physical contact.,entailment,0,0,0,0,0,0
304408047.jpg#4r1e,Two dogs play ball in a field near a street,Two dogs are outside,entailment,0,0,0,0,0,0
3050523266.jpg#1r1e,"A person in red is lying on a bench in a park, and two couples sit on other benches together.",There are five people occupying park benches.,entailment,0,0,0,0,0,0
3075068274.jpg#3r1e,A boy on a skateboard is at the top of a ramp.,The boy is on the skateboard,entailment,0,0,0,0,0,0
3085517960.jpg#2r1e,Seven hikers pause on a path while their leader directs their attention ahead.,A group of people are outdoors.,entailment,0,0,0,0,0,0
3093728951.jpg#2r1e,Protesters march to oppose some city measure.,People are marching.,entailment,0,0,0,0,0,0
3094064787.jpg#0r1e,Two dogs with multiple colors are running through the grass.,The dogs are running around.,entailment,0,0,0,0,0,0
3094546534.jpg#2r1e,There are many people sitting in a dimly lit room talking.,People are in a room.,entailment,0,0,0,0,0,0
309687244.jpg#3r1e,The back of a man climbing a rock.,A man's back as he climbs a rock,entailment,0,0,0,0,0,0
3106787167.jpg#0r1e,A man with mud on his clothes protects a ball from two other men while he runs down the field.,A man with mud on his clothes protects a ball from others.,entailment,0,0,0,0,0,0
3106883334.jpg#4r1e,Two dogs run over the grass.,two dogs run,entailment,0,0,0,0,0,0
310728631.jpg#3r1e,A group of birds fly up from the street against a painted wall.,a child was there,entailment,0,0,0,0,0,0
311267421.jpg#2r1e,Two dogs are running through a grassy area.,Two animals are outdoors.,entailment,0,0,0,0,0,0
3116379964.jpg#4r1e,A dog and two people.,there are people with dogs,entailment,0,0,0,0,0,0
3116412402.jpg#0r1e,A belly dancer gracefully swings a multicolored silk in a bar.,There is someone dancing.,entailment,0,0,0,0,0,0
3117562746.jpg#3r2e,a dog chases another dog.,The dogs are playing.,entailment,0,0,0,0,0,0
3120189281.jpg#1r1e,A man and a child walk through the snow with two dogs.,They were outside.,entailment,0,0,0,0,0,0
3128856481.jpg#2r1e,white bird sitting in water spreading its wings,A bird is sitting in the water.,entailment,0,0,0,0,0,0
3134387513.jpg#1r1e,Two smiling people with drinks in their hands face each other for a picture.,The smiling people are drinking.,entailment,0,0,0,0,0,0
3135504530.jpg#0r1e,One girl is wearing a white t-shirt with red sleeves; the other has words on hers.,The girls are wearing clothes.,entailment,1,1,0,1,1,0
3138433655.jpg#0r1e,A little boy in a black and white snow costume dances with a group of little girls.,A boy dances with a group of girls.,entailment,0,0,0,0,0,0
3143574389.jpg#0r1e,A crowd of people containing some people who are smiling and some who are taking photographs.,Some of the people in the crowd have cameras.,entailment,0,0,0,0,0,0
3143574389.jpg#4r1e,A crowd of people with one man taking a photo.,There is a crowd of people with one man taking their photo.,entailment,0,0,0,0,0,0
3145869775.jpg#0r1e,A girl wearing a Bohemian hat and black jacket is walking trying to get something out of her blue purse.,A girl is wearing a Bohemian hat.,entailment,0,0,0,0,0,0
3149894951.jpg#3r1e,A man is dancing with a dog between his legs.,An animal is below a person.,entailment,0,0,0,0,0,0
3152052954.jpg#4r1e,Man pretending to be a rock star.,a person dressed up,entailment,0,0,0,0,0,0
3156406419.jpg#1r1e,A skier is attempting a turn in a patch of deep snow pack.,There are areas of deep snow.,entailment,0,0,0,0,0,0
3157220149.jpg#3r1e,The two guys in blue jeans and winter hats hand out condoms.,Two guys are passing out condoms.,entailment,0,0,0,0,0,0
3158929958.jpg#2r1e,Star Wars enthusiasts are wearing costumes on a city street.,People are dressed in costumes.,entailment,0,0,0,0,0,0
3162289423.jpg#0r1e,a girl wearing a green jumpsuit and goggles with a beautiful sunset in the background,A girl in front of a sunset.,entailment,0,0,0,0,0,0
3162940296.jpg#3r1e,The nuptials are celebrated with rose petals.,The nuptials are celebrated with petals.,entailment,0,0,0,0,0,0
316298162.jpg#1r1e,A group of older men is walking away on the shady path.,The group walked away from the path.,entailment,0,0,0,0,0,0
3169394115.jpg#1r1e,The dog stands on something while the snowfalls around him.,A dog is outside.,entailment,0,0,0,0,0,0
3175923463.jpg#3r1e,Three Asian people are playing musical instruments.,People are making music.,entailment,0,0,0,0,0,0
3178454823.jpg#2r1e,"A woman smiles at the baby she is holding, who has an over-sized chef's hat on his head.",A baby is wearing a hat.,entailment,0,0,0,0,0,0
3178489390.jpg#0r1e,Two boys are walking up the beach with a bunch of ducks behind them.,the boys behind bunch of ducks in beach,entailment,0,0,0,0,0,0
3185371756.jpg#1r1e,A woman in blue bends over backwards on the street.,A woman is bending over backwards.,entailment,0,0,0,0,0,0
3193678492.jpg#3r1e,Worker in an orange and white vest.,Worker in vest,entailment,0,0,0,0,0,0
3197194113.jpg#0r2e,"A man wearing a black hat, white shirt, red vest, black tie, and face makeup is swallowing a sword, while a man wearing a cowboy hat behind him is watching.",A man is performing.,entailment,0,1,1,0,1,1
319847643.jpg#4r1e,A girl cringes when drops of water come her way.,A child is in the path of a spray of water.,entailment,0,0,0,0,0,0
3198668255.jpg#1r1e,A woman in a yellow top and blue and yellow shorts is leaping a hurdle.,A woman wearing a yellow top.,entailment,0,0,0,0,0,0
3205247535.jpg#1r1e,Four cheerleaders in blue uniforms cheering at mid-court at a basketball game.,A group of cheerleaders cheer on their team.,entailment,0,0,0,0,0,0
3208074567.jpg#0r1e,The little boy in red is getting drenched with water.,The little boy is getting drenched.,entailment,0,0,0,0,0,0
321365748.jpg#4r1e,A group of men singing together.,The men are making music.,entailment,0,0,0,0,0,0
3215913313.jpg#0r5e,A man in a suit stands in front of a large display of pottery and next to a sculpture of a man's head.,The man is near pottery.,entailment,0,0,0,0,0,0
3217893350.jpg#1r2e,a man and woman are pretending to be spiritual in front of Japanese temple.,Two people stand in front of a temple,entailment,0,0,0,0,0,0
3227578417.jpg#2r1e,A woman is sharing an intimate moment with a man in a leather jacket.,a woman and a man are together,entailment,0,0,0,0,0,0
324355356.jpg#1r1e,Two staffordshire terriers race through a field in the woods,Two dogs are running through a field.,entailment,0,0,0,0,0,0
3244747165.jpg#4r1e,A smiling group posing together.,Some people arrange themselves for a picture opportunity,entailment,0,0,0,0,0,0
3245939062.jpg#1r4e,A man holds the hair of a woman to show her matching tattoo.,A women has a tattoo.,entailment,0,0,0,0,0,0
3251088971.jpg#0r1e,"An older woman sitting at a table in a restaraunt, holding a glass.",An older woman is drinking in a restaurant.,entailment,0,0,0,0,0,0
3253174263.jpg#3r1e,A man is laying on a bed opening a package.,A man is on a bed opening a box.,entailment,1,1,0,1,1,0
3254657077.jpg#1r1e,A man is sitting on a rock and looking through a branch as though it were a telescope.,a man is seated,entailment,0,0,0,0,0,0
3259222690.jpg#0r1e,Two people with photograhi equipment standing beside a tree with computer equipment in the background on table.,Two guys standing by a tree.,entailment,0,0,0,0,0,0
3260975858.jpg#4r1e,A pack of sled dogs pulling a sled through a town.,The sled dogs are outside.,entailment,0,0,0,0,0,0
3266913175.jpg#0r1e,Lots of children's bikes and vehicles lying in road with green trailer in the background.,There are various wheeled vehicles.,entailment,0,0,0,0,0,0
3271252073.jpg#0r1e,"Three women talking, holding glasses of wine, with paintings in the background.",There are three women.,entailment,0,0,0,0,0,0
3271495320.jpg#3r1e,Women in bikinis play beach volleyball by the waterside.,Women are playing volleyball outdoors.,entailment,0,0,0,0,0,0
3274691778.jpg#1r1e,Three people are in a dimly lit room with gold walls decorated with red ovals and black lettering.,Some people are inside.,entailment,0,0,0,0,0,0
3275704430.jpg#4r1e,A woman is covering her eyes with her hands.,A woman is holding her hands over her eyes.,entailment,0,0,0,0,0,0
3275711232.jpg#4r1e,A woman outside covers her face with fabric.,The woman is protecting her face.,entailment,0,0,0,0,0,0
3276475986.jpg#0r1e,"The four Asian girls are standing on a street corner, all with bookbags on their shoulders.",a group of asian girls with bookbags stand around,entailment,0,0,0,0,0,0
3284887033.jpg#3r1e,A tan dog is playing with a soccer ball.,A dog is playing with a soccer ball.,entailment,0,0,0,0,0,0
3285214689.jpg#1r1e,The basketball player in white is defending the basket against the player wearing blue.,the player is in white,entailment,0,0,0,0,0,0
3285889990.jpg#1r1e,An older male wearing a black cowboy hat in front of a microphone.,The man is at the microphone.,entailment,0,0,0,0,0,0
3289893683.jpg#4r1e,Two basketball players struggle for the ball.,The two players struggled for the ball.,entailment,0,0,0,0,0,0
3293596075.jpg#4r1e,A dog shoulder-deep in snow.,An animal is outside.,entailment,0,0,0,0,0,0
3297272270.jpg#1r1e,Men dressed in tutus perform a musical act on stage.,The men are performing,entailment,0,0,0,0,0,0
3298378599.jpg#1r1e,A foreign woman is sitting with a lot of colorful fabric.,A woman is sitting,entailment,0,0,0,0,0,0
3302823368.jpg#2r1e,A chef is cooking in front of customers in a restaurant.,A chef is preparing food for customers.,entailment,0,0,0,0,0,0
3309040155.jpg#2r1e,A young child is sleeping on a blanket on a couch.,A child is sleeping.,entailment,0,0,0,0,0,0
3310067561.jpg#2r1e,The dog is lying on the cobblestone street.,A pet is not indoors.,entailment,0,0,0,0,0,0
3316045142.jpg#2r1e,a woman and man are getting silly while sitting at the dining room table.,Couple being silly indoors.,entailment,0,0,0,0,0,0
3317907694.jpg#2r1e,A young boy playing a keyboard.,A male is using his hands.,entailment,0,0,0,0,0,0
3318021552.jpg#4r1e,There are vegetables displayed at an outdoor market.,an outdoor market with vegetables on display,entailment,0,0,0,0,0,0
3325497914.jpg#2r3e,A woman holds the hand of a small girl and points towards the bushes.,A woman points.,entailment,0,0,0,0,0,0
3331021833.jpg#1r1e,"People gather for a farmers market day, shopping for groceries and clothing on a sunny day.",People shop outdoors.,entailment,0,0,0,0,0,0
3331398264.jpg#1r1e,Two women are outside and one woman is wearing an apron looking into a black machine.,one woman is looking at a machine.,entailment,0,0,0,0,0,0
3337461409.jpg#1r1e,Three young sheep walk along the grassy hill.,Three sheep walk on the hill.,entailment,0,0,0,0,0,0
3338082262.jpg#4r2e,A man desperately tries to put out a fire.,A fire is burning.,entailment,0,0,0,0,0,0
33394246.jpg#2r1e,A hiker looks towards a snow top on a mountain.,There is snow on the mountain.,entailment,0,0,0,0,0,0
3341489212.jpg#4r1e,a young girl jumping out of the water at a pool,A female emerges from having a swim.,entailment,0,0,0,0,0,0
3343106500.jpg#4r1e,A basketball player for Miami U. pushes forward.,A man plays basketball,entailment,0,0,0,0,0,0
3346918203.jpg#4r1e,A bicyclist in blue goes up a hill by the woods.,A person rides up a hill.,entailment,0,0,0,0,0,0
3347798761.jpg#2r1e,A person on a dirt bike soaring through the air sideways.,A person rides a dirt bike.,entailment,0,0,0,0,0,0
