ID,prompt,model,repeat,relation_index,argument_index,status,argument,lemma,decision,POS_evidence_json,premise,hypothesis
5871026012.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,golfer,golfer,unchanged,"[{""sentence"":""premise"",""span"":""golfer"",""pos_tags"":[""NN""]}]",A golfer has just finished swinging his club.,a human outside
5871026012.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,human,human,unchanged,"[{""sentence"":""hypothesis"",""span"":""human"",""pos_tags"":[""JJ""]}]",A golfer has just finished swinging his club.,a human outside
5938,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]",Vegetables are being put into a pot by a man,Someone is pouring ingredients into a pot
5938,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,someone,someone,unchanged,"[{""sentence"":""hypothesis"",""span"":""Someone"",""pos_tags"":[""NN""]}]",Vegetables are being put into a pot by a man,Someone is pouring ingredients into a pot
5938,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,put into,put into,unchanged,"[{""sentence"":""premise"",""span"":""put into"",""pos_tags"":[""VBN"",""IN""]}]",Vegetables are being put into a pot by a man,Someone is pouring ingredients into a pot
5938,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,pour into,pour into,absent,[],Vegetables are being put into a pot by a man,Someone is pouring ingredients into a pot
5938,lasha,anthropic/claude-sonnet-4.5,3,3,1,valid,vegetable,vegetable,absent,[],Vegetables are being put into a pot by a man,Someone is pouring ingredients into a pot
5938,lasha,anthropic/claude-sonnet-4.5,3,3,2,valid,ingredient,ingredient,absent,[],Vegetables are being put into a pot by a man,Someone is pouring ingredients into a pot
6167481552.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,half empty,half empty,unchanged,"[{""sentence"":""premise"",""span"":""half empty"",""pos_tags"":[""NN"",""JJ""]}]",A football team getting ready for the coin toss in a half empty stadium.,The stadium is not full.
6167481552.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,not full,not full,unchanged,"[{""sentence"":""hypothesis"",""span"":""not full"",""pos_tags"":[""RB"",""JJ""]}]",A football team getting ready for the coin toss in a half empty stadium.,The stadium is not full.
6214,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,ship,ship,unchanged,"[{""sentence"":""premise"",""span"":""ship"",""pos_tags"":[""NN""]}]",A man is on a ship in front of the sunset,A man is on a boat in front of the sunset
6214,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,boat,boat,unchanged,"[{""sentence"":""hypothesis"",""span"":""boat"",""pos_tags"":[""NN""]}]",A man is on a ship in front of the sunset,A man is on a boat in front of the sunset
6220789654.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,play cello,play cello,absent,[],A woman closes her eyes as she plays her cello.,A woman is making music.
6220789654.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,make music,make music,absent,[],A woman closes her eyes as she plays her cello.,A woman is making music.
6285562381.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,grassy hillside,grassy hillside,unchanged,"[{""sentence"":""premise"",""span"":""grassy hillside"",""pos_tags"":[""JJ"",""NN""]}]",A man and a woman hug on a grassy hillside overlooking the countryside in the distance.,The man and woman are outdoors.
6285562381.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,outdoors,outdoors,unchanged,"[{""sentence"":""hypothesis"",""span"":""outdoors"",""pos_tags"":[""NNS""]}]",A man and a woman hug on a grassy hillside overlooking the countryside in the distance.,The man and woman are outdoors.
6336028231.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,skydive,skydive,absent,[],A skydiving instructor with a student strapped together while skydiving.,People are jumping from a plane.
6336028231.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,jump from plane,jump from plane,absent,[],A skydiving instructor with a student strapped together while skydiving.,People are jumping from a plane.
6336028231.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,skydiving instructor,skydive instructor,changed,"[{""sentence"":""premise"",""span"":""skydiving instructor"",""pos_tags"":[""VBG"",""NN""]}]",A skydiving instructor with a student strapped together while skydiving.,People are jumping from a plane.
6336028231.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,people,people,unchanged,"[{""sentence"":""hypothesis"",""span"":""People"",""pos_tags"":[""NNS""]}]",A skydiving instructor with a student strapped together while skydiving.,People are jumping from a plane.
6395,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,group,group,unchanged,"[{""sentence"":""premise"",""span"":""group"",""pos_tags"":[""NN""]}]",A dog is herding a group of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm
6395,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,pack,pack,unchanged,"[{""sentence"":""hypothesis"",""span"":""pack"",""pos_tags"":[""NN""]}]",A dog is herding a group of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm
6473658975.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,glasses,glass,changed,"[{""sentence"":""premise"",""span"":""glasses"",""pos_tags"":[""NNS""]}]",The couple are wearing glasses intended for 3D movies.,A couple are both wearing accessories.
6473658975.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,accessory,accessory,absent,[],The couple are wearing glasses intended for 3D movies.,A couple are both wearing accessories.
6584,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,female,female,unchanged,"[{""sentence"":""premise"",""span"":""female"",""pos_tags"":[""NN""]}]",A young female is dancing,A young girl is dancing
6584,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,girl,girl,unchanged,"[{""sentence"":""hypothesis"",""span"":""girl"",""pos_tags"":[""NN""]}]",A young female is dancing,A young girl is dancing
65847949.jpg#1r3e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,patio,patio,unchanged,"[{""sentence"":""premise"",""span"":""patio"",""pos_tags"":[""NN""]}]",Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop.,four women sitting outdoors
65847949.jpg#1r3e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,outdoors,outdoors,unchanged,"[{""sentence"":""hypothesis"",""span"":""outdoors"",""pos_tags"":[""NNS""]}]",Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop.,four women sitting outdoors
6634,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,hurdle,hurdle,unchanged,"[{""sentence"":""premise"",""span"":""hurdle"",""pos_tags"":[""NN""]}]",A hurdle is being leapt by a horse that has a rider on its back,A horse and its rider are leaping over a barrier
6634,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,barrier,barrier,unchanged,"[{""sentence"":""hypothesis"",""span"":""barrier"",""pos_tags"":[""NN""]}]",A hurdle is being leapt by a horse that has a rider on its back,A horse and its rider are leaping over a barrier
6756,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,large,large,unchanged,"[{""sentence"":""premise"",""span"":""large"",""pos_tags"":[""JJ""]}]",A large brown dog and a small grey dog are standing on a rocky surface,A big brown dog and a small grey dog are standing on a rocky surface
6756,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,big,big,unchanged,"[{""sentence"":""hypothesis"",""span"":""big"",""pos_tags"":[""JJ""]}]",A large brown dog and a small grey dog are standing on a rocky surface,A big brown dog and a small grey dog are standing on a rocky surface
697582336.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,german shepherd,german shepherd,unchanged,"[{""sentence"":""premise"",""span"":""German shepherd"",""pos_tags"":[""JJ"",""NN""]}]",The German shepherd runs happily in the park.,Dog runs outside.
697582336.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,dog,dog,unchanged,"[{""sentence"":""hypothesis"",""span"":""Dog"",""pos_tags"":[""NNP""]}]",The German shepherd runs happily in the park.,Dog runs outside.
697582336.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,park,park,unchanged,"[{""sentence"":""premise"",""span"":""park"",""pos_tags"":[""NN""]}]",The German shepherd runs happily in the park.,Dog runs outside.
697582336.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,outside,outside,unchanged,"[{""sentence"":""hypothesis"",""span"":""outside"",""pos_tags"":[""IN""]}]",The German shepherd runs happily in the park.,Dog runs outside.
7123721879.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,jog,jog,absent,[],"A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water."
7123721879.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,jog,jog,absent,[],"A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water."
7123721879.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,runner,runner,unchanged,"[{""sentence"":""premise"",""span"":""runner"",""pos_tags"":[""NN""]}]","A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water."
7123721879.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,jogger,jogger,unchanged,"[{""sentence"":""hypothesis"",""span"":""jogger"",""pos_tags"":[""NN""]}]","A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water."
72010421.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,stuffed duck,stuffed duck,unchanged,"[{""sentence"":""premise"",""span"":""stuffed duck"",""pos_tags"":[""NN"",""NN""]}]","A young girl sitting on a white comforter on a bed covered with clothing, holding a yellow stuffed duck.",A yellow duck being held by a girl.
72010421.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,duck,duck,unchanged,"[{""sentence"":""premise"",""span"":""duck"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""duck"",""pos_tags"":[""NN""]}]","A young girl sitting on a white comforter on a bed covered with clothing, holding a yellow stuffed duck.",A yellow duck being held by a girl.
7308951892.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,construction worker,construction worker,unchanged,"[{""sentence"":""premise"",""span"":""construction worker"",""pos_tags"":[""NN"",""NN""]}]",A construction worker is standing on a crane placing a large arm on top of a stature in progress.,A person standing
7308951892.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,person,person,unchanged,"[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]",A construction worker is standing on a crane placing a large arm on top of a stature in progress.,A person standing
7391785714.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,be on amusement ride,be on amusement ride,absent,[],Kids are on a amusement ride.,Kids ride an amusement ride.
7391785714.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,ride amusement ride,ride amusement ride,absent,[],Kids are on a amusement ride.,Kids ride an amusement ride.
7479,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,guy,guy,absent,[],Two guys are sitting around a table and holding beers in their hands,Two blokes are sitting around a table and holding beers in their hands
7479,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,bloke,bloke,absent,[],Two guys are sitting around a table and holding beers in their hands,Two blokes are sitting around a table and holding beers in their hands
761479953.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,goggle,goggle,absent,[],A young boy wearing safety swimming gear and goggles is in a pool.,A kid uses eye protection while in the water.
761479953.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,eye protection,eye protection,unchanged,"[{""sentence"":""hypothesis"",""span"":""eye protection"",""pos_tags"":[""NN"",""NN""]}]",A young boy wearing safety swimming gear and goggles is in a pool.,A kid uses eye protection while in the water.
761479953.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,pool,pool,unchanged,"[{""sentence"":""premise"",""span"":""pool"",""pos_tags"":[""NN""]}]",A young boy wearing safety swimming gear and goggles is in a pool.,A kid uses eye protection while in the water.
761479953.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,water,water,unchanged,"[{""sentence"":""hypothesis"",""span"":""water"",""pos_tags"":[""NN""]}]",A young boy wearing safety swimming gear and goggles is in a pool.,A kid uses eye protection while in the water.
761479953.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,3,1,valid,young boy,young boy,unchanged,"[{""sentence"":""premise"",""span"":""young boy"",""pos_tags"":[""JJ"",""NN""]}]",A young boy wearing safety swimming gear and goggles is in a pool.,A kid uses eye protection while in the water.
761479953.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,3,2,valid,kid,kid,unchanged,"[{""sentence"":""hypothesis"",""span"":""kid"",""pos_tags"":[""NN""]}]",A young boy wearing safety swimming gear and goggles is in a pool.,A kid uses eye protection while in the water.
7671653534.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,bicyclist,bicyclist,absent,[],"Bicyclists are in the street as a crowd watches them ride by a banner that say ""London 2012"".",There are bikes being ridden.
7671653534.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,bike be ridden,bike be ridden,absent,[],"Bicyclists are in the street as a crowd watches them ride by a banner that say ""London 2012"".",There are bikes being ridden.
7700959654.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,sword fighting,sword fighting,unchanged,"[{""sentence"":""premise"",""span"":""sword fighting"",""pos_tags"":[""JJ"",""NN""]}]",A woman and a man are sword fighting.,Two people are opposing each other in a sword fight.
7700959654.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,sword fight,sword fight,unchanged,"[{""sentence"":""hypothesis"",""span"":""sword fight"",""pos_tags"":[""NN"",""NN""]}]",A woman and a man are sword fighting.,Two people are opposing each other in a sword fight.
7757111016.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,maintenance worker,maintenance worker,unchanged,"[{""sentence"":""premise"",""span"":""maintenance worker"",""pos_tags"":[""NN"",""NN""]}]",a maintenance worker at the airport carries a small girl.,A person carries a child.
7757111016.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,person,person,unchanged,"[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]",a maintenance worker at the airport carries a small girl.,A person carries a child.
7757111016.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,small girl,small girl,unchanged,"[{""sentence"":""premise"",""span"":""small girl"",""pos_tags"":[""JJ"",""NN""]}]",a maintenance worker at the airport carries a small girl.,A person carries a child.
7757111016.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,child,child,unchanged,"[{""sentence"":""hypothesis"",""span"":""child"",""pos_tags"":[""NN""]}]",a maintenance worker at the airport carries a small girl.,A person carries a child.
7764955218.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,medal,medal,absent,[],Two men in yellow jackets and black pants have medals.,The men have been given an award at some point.
7764955218.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,award,award,unchanged,"[{""sentence"":""hypothesis"",""span"":""award"",""pos_tags"":[""NN""]}]",Two men in yellow jackets and black pants have medals.,The men have been given an award at some point.
78347259.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,kick up,kick up,absent,[],A Korean gentlemen kicks up his leg.,A person is kicking.
78347259.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,kick,kick,absent,[],A Korean gentlemen kicks up his leg.,A person is kicking.
78347259.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,korean gentleman,korean gentleman,absent,[],A Korean gentlemen kicks up his leg.,A person is kicking.
78347259.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,person,person,unchanged,"[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]",A Korean gentlemen kicks up his leg.,A person is kicking.
7852369036.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,badminton player,badminton player,unchanged,"[{""sentence"":""premise"",""span"":""badminton player"",""pos_tags"":[""NN"",""NN""]}]","An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment."
7852369036.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,sports contestant,sport contestant,changed,"[{""sentence"":""hypothesis"",""span"":""sports contestant"",""pos_tags"":[""NNS"",""NN""]}]","An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment."
7852369036.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,olympics,olympics,unchanged,"[{""sentence"":""premise"",""span"":""Olympics"",""pos_tags"":[""NNPS""]}]","An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment."
7852369036.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,international competition,international competition,unchanged,"[{""sentence"":""hypothesis"",""span"":""international competition"",""pos_tags"":[""JJ"",""NN""]}]","An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment."
7852369036.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,3,1,valid,racket,racket,unchanged,"[{""sentence"":""premise"",""span"":""racket"",""pos_tags"":[""NN""]}]","An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment."
7852369036.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,3,2,valid,sporting equipment,sport equipment,changed,"[{""sentence"":""hypothesis"",""span"":""sporting equipment"",""pos_tags"":[""VBG"",""NN""]}]","An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment."
7852369036.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,4,1,valid,sprawled on the court,sprawl on the court,changed,"[{""sentence"":""premise"",""span"":""sprawled on the court"",""pos_tags"":[""VBN"",""IN"",""DT"",""NN""]}]","An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment."
7852369036.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,4,2,valid,on the ground,on the ground,unchanged,"[{""sentence"":""hypothesis"",""span"":""on the ground"",""pos_tags"":[""IN"",""DT"",""NN""]}]","An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment."
7852369036.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,sprawl out,sprawl out,absent,[],A badminton player from china is sprawled out on the badminton court with his racket close by.,A badminton player is laying on a court.
7852369036.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,lay,lay,absent,[],A badminton player from china is sprawled out on the badminton court with his racket close by.,A badminton player is laying on a court.
7979042317.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,enjoy a meal,enjoy a meal,absent,[],A group of Asian men pose around a large table after enjoying a meal together.,A group of Asian men just ate a meal together.
7979042317.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,eat a meal,eat a meal,absent,[],A group of Asian men pose around a large table after enjoying a meal together.,A group of Asian men just ate a meal together.
8021,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,grass,grass,unchanged,"[{""sentence"":""premise"",""span"":""grass"",""pos_tags"":[""NN""]}]",A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn
8021,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,lawn,lawn,unchanged,"[{""sentence"":""hypothesis"",""span"":""lawn"",""pos_tags"":[""NN""]}]",A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn
8138,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,drawing,drawing,unchanged,"[{""sentence"":""premise"",""span"":""drawing"",""pos_tags"":[""NN""]}]","The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back","The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back"
8138,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,tattoo,tattoo,unchanged,"[{""sentence"":""hypothesis"",""span"":""tattoo"",""pos_tags"":[""NN""]}]","The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back","The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back"
8163,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,lady,lady,unchanged,"[{""sentence"":""premise"",""span"":""lady"",""pos_tags"":[""NN""]}]",Two people are driving a jeep and a lady is sitting on the top of it,Two people are driving a jeep and a girl is sitting on the top of it
8163,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,girl,girl,unchanged,"[{""sentence"":""hypothesis"",""span"":""girl"",""pos_tags"":[""NN""]}]",Two people are driving a jeep and a lady is sitting on the top of it,Two people are driving a jeep and a girl is sitting on the top of it
823425327.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,converse,converse,absent,[],There are three woman conversing at a table with drinks.,Women are talking
823425327.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,talk,talk,absent,[],There are three woman conversing at a table with drinks.,Women are talking
823425327.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,woman,woman,unchanged,"[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]}]",There are three woman conversing at a table with drinks.,Women are talking
823425327.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,women,woman,changed,"[{""sentence"":""hypothesis"",""span"":""Women"",""pos_tags"":[""NNS""]}]",There are three woman conversing at a table with drinks.,Women are talking
8334,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]",A man is doing a trick on a skateboard,A person is doing a trick on a skateboard
8334,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,person,person,unchanged,"[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]",A man is doing a trick on a skateboard,A person is doing a trick on a skateboard
8343,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]",A man in a motocross uniform is wearing a helmet and rides a red motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle
8343,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,person,person,unchanged,"[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]",A man in a motocross uniform is wearing a helmet and rides a red motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle
86112925.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,hand plate of food,hand plate of food,absent,[],"A woman in a patterned shirt hands a plate of food to another woman in an apron, while two women work in the background.",Several women collaborate to hand out food.
86112925.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,hand out food,hand out food,unchanged,"[{""sentence"":""hypothesis"",""span"":""hand out food"",""pos_tags"":[""NN"",""RP"",""NN""]}]","A woman in a patterned shirt hands a plate of food to another woman in an apron, while two women work in the background.",Several women collaborate to hand out food.
8624,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,against,against,unchanged,"[{""sentence"":""premise"",""span"":""against"",""pos_tags"":[""IN""]}]",People are sitting against a wall,People are sitting near a wall
8624,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,near,near,unchanged,"[{""sentence"":""hypothesis"",""span"":""near"",""pos_tags"":[""IN""]}]",People are sitting against a wall,People are sitting near a wall
8633,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,pause,pause,absent,[],"A man is rock climbing, pausing and calculating the route","A man is rock climbing, stopping and calculating the route"
8633,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,stop,stop,absent,[],"A man is rock climbing, pausing and calculating the route","A man is rock climbing, stopping and calculating the route"
8660,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,street,street,unchanged,"[{""sentence"":""premise"",""span"":""street"",""pos_tags"":[""NN""]}]",A group of rollerbladers is lining up on the street,A group of rollerbladers is lining up on the road
8660,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,road,road,unchanged,"[{""sentence"":""hypothesis"",""span"":""road"",""pos_tags"":[""NN""]}]",A group of rollerbladers is lining up on the street,A group of rollerbladers is lining up on the road
8727,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,sound mixing table,sound mixing table,unchanged,"[{""sentence"":""premise"",""span"":""sound mixing table"",""pos_tags"":[""NN"",""NN"",""NN""]}]",A group of people are standing around a sound mixing table,Some people is looking at sound equipment
8727,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,sound equipment,sound equipment,unchanged,"[{""sentence"":""hypothesis"",""span"":""sound equipment"",""pos_tags"":[""JJ"",""NN""]}]",A group of people are standing around a sound mixing table,Some people is looking at sound equipment
8806,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,dog,dog,unchanged,"[{""sentence"":""premise"",""span"":""dog"",""pos_tags"":[""NN""]}]",A dog is swimming in a body of water,An animal is swimming in a body of water
8806,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,animal,animal,unchanged,"[{""sentence"":""hypothesis"",""span"":""animal"",""pos_tags"":[""NN""]}]",A dog is swimming in a body of water,An animal is swimming in a body of water
89332423.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]",A man holding a large swordfish.,There is a person with a fish.
89332423.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,person,person,unchanged,"[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]",A man holding a large swordfish.,There is a person with a fish.
89332423.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,swordfish,swordfish,unchanged,"[{""sentence"":""premise"",""span"":""swordfish"",""pos_tags"":[""NN""]}]",A man holding a large swordfish.,There is a person with a fish.
89332423.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,fish,fish,unchanged,"[{""sentence"":""hypothesis"",""span"":""fish"",""pos_tags"":[""NN""]}]",A man holding a large swordfish.,There is a person with a fish.
8986,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,bikini,bikini,unchanged,"[{""sentence"":""premise"",""span"":""bikini"",""pos_tags"":[""NN""]}]",A young girl in a bikini is jumping on the beach,A young girl in swimming suite is jumping on the beach
8986,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,swimming suite,swim suite,changed,"[{""sentence"":""hypothesis"",""span"":""swimming suite"",""pos_tags"":[""VBG"",""NN""]}]",A young girl in a bikini is jumping on the beach,A young girl in swimming suite is jumping on the beach
9069,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,ocean,ocean,unchanged,"[{""sentence"":""premise"",""span"":""ocean"",""pos_tags"":[""NN""]}]",Two boys are laying in the ocean close to the beach,Two boys are laying in the water close to the beach
